SAMPLE_ID,AGRN,ARHGEF10,ATP13A2,CFD,CHD3,CHIC1,ELANE,FNDC3B,GLB1,ITFG1,LPPR3,LTK,MAP3K1,MICALL2,MPO,OSBPL5,PPP1R26,SLC25A29,SLC29A2
TCGA-AB-2810-03,0.1129,-0.4572,-0.6717,1.192,-0.1424,-0.7974,0.6795,0.1749,0.3735,-1.3908,2.9136,-0.5433,-0.8354,-0.6237,0.9652,1.3894,1.1959,-0.3681,-0.4655
TCGA-AB-2995-03,-0.4983,1.8628,0.2209,-0.7621,1.3194,1.8158,-0.4481,-0.8377,-1.0923,-0.5326,-0.8748,-0.4261,-1.079,-0.6513,-0.6332,-0.8563,0.3354,-0.3873,1.3909
TCGA-AB-2879-03,0.4897,-0.4798,-0.7516,0.1111,0.3346,0.5846,0.1055,0.0725,-0.5924,-0.0299,1.8499,-0.0851,2.1242,-0.2831,-0.0685,0.0355,2.1464,2.0015,0.3954
TCGA-AB-2895-03,-0.4962,-0.5192,0.3319,-0.4847,-0.0912,1.2921,-0.4306,-0.3395,-0.8585,-0.4343,0.0009,-0.2294,-0.9469,0.5713,-0.6106,-0.2108,2.185,0.9475,0.5783
TCGA-AB-2843-03,-0.1994,-0.3742,1.0599,-0.5729,1.8325,-0.085,-0.4067,-0.7901,-0.6524,-0.6145,-0.7614,-0.5082,-0.6897,-0.6917,-0.5832,-0.8318,-1.1385,-0.9864,0.0023
aml_ohsu_2018_13-00513,0.946,-0.3178,0.501,0.4374,1.6313,-1.0627,-0.1221,0.0274,1.1575,0.2782,0.5762,0.7626,0.1738,-0.4012,0.4118,0.7842,0.7015,-1.5024,0.8466
TCGA-AB-2884-03,-0.4483,-0.4759,0.1769,-0.0726,0.2925,-0.4565,-0.3351,-0.4123,1.1793,0.9333,-0.2046,-0.4545,-0.0155,0.3559,-0.5792,0.6874,0.574,-0.4228,-0.5843
TCGA-AB-2976-03,-0.1489,-0.4395,-0.3003,-0.5442,-1.0271,1.6448,-0.1189,0.0617,-0.9793,1.0666,-0.3312,-0.3041,-0.4702,-0.2351,-0.6428,-0.8536,-0.9583,-0.392,0.193
TCGA-AB-3006-03,-0.5512,-0.38,1.5312,-0.3214,-0.7175,0.9983,-0.2546,-0.1655,-0.1792,-0.6011,1.696,-0.4995,0.1376,0.2324,-0.5655,0.6764,0.4695,0.6633,1.1358
TCGA-AB-2872-03,0.4369,-0.1917,0.7855,1.439,0.0746,0.286,4.6806,4.1327,1.8948,-0.2987,0.6457,1.0851,-0.7853,4.1193,3.4837,4.0841,-0.3022,1.9065,-0.4313
TCGA-AB-2880-03,-0.4648,-0.5218,0.4218,-0.6118,0.6525,-1.4066,-0.4456,-0.4051,-0.0917,-0.3727,-0.8535,0.8232,-0.4421,-0.1201,0.0523,0.2226,-0.2097,-0.234,-0.6735
TCGA-AB-2813-03,-0.4461,0.1229,0.1508,-0.2704,-0.606,-0.7565,-0.3111,0.0697,0.2641,-0.9518,-0.5445,-0.5381,-0.0175,-0.717,-0.4245,-0.0397,-1.2706,-0.9288,-0.4838
TCGA-AB-2998-03,1.3323,-0.2876,-0.3842,1.3081,-1.1619,-1.4276,0.7689,1.5928,1.0233,1.3946,0.1779,0.7439,0.2032,0.9019,1.8529,0.8558,0.0967,0.6157,0.0772
TCGA-AB-2963-03,-0.0649,-0.2935,-0.2168,-0.4235,-1.5227,-0.1361,-0.0769,0.4243,-0.2961,1.776,-0.175,-0.2799,-0.6231,-0.4016,-0.4502,-0.3577,0.1931,-0.7701,-0.4242
TCGA-AB-2891-03,-0.1132,-0.4196,-0.0906,-0.5866,1.3371,0.1466,-0.3748,-0.3534,0.3,0.3015,-0.8569,-0.3225,-0.8213,-0.9806,-0.2283,-0.8321,-1.3376,-0.834,-0.4993
aml_ohsu_2018_14-00504,0.9342,-0.5007,-0.7967,0.2243,0.1654,-4.5041,-0.8292,-0.4264,-0.4488,1.5199,0.0538,0.3229,-0.3065,0.1794,-1.8442,0.0206,0.7811,-0.9722,-0.7214
TCGA-AB-2931-03,0.3502,-0.4966,0.6045,-0.2571,-0.4037,-0.4918,-0.4089,-0.0739,0.4055,1.1868,-0.2268,0.2243,0.0693,0.0265,-0.5964,0.1395,0.0295,0.4263,-0.2563
aml_ohsu_2018_15-00302,1.021,0.7363,-0.0471,1.19,0.5886,-0.3879,0.894,1.7504,0.0413,0.1747,1.2621,-0.113,1.6255,-0.0831,0.6488,2.2252,1.0822,0.7119,0.5184
TCGA-AB-2935-03,-0.3156,3.4264,0.2118,-0.6251,-0.6313,0.8055,-0.4189,0.1134,-0.2691,-0.6437,-0.3711,-0.4356,0.0845,-0.1476,-0.4263,-0.0205,-0.3888,-0.312,1.6442
TCGA-AB-2943-03,-0.4571,-0.2312,1.2843,-0.7347,0.4702,1.3815,-0.4535,-0.7384,-1.2294,-0.9631,-0.8723,-0.5019,-0.8698,-0.5634,-0.6045,-0.1532,-1.2481,-0.3903,0.7484
TCGA-AB-2858-03,-0.1133,-0.112,-0.9049,-0.1199,-0.3521,-1.1771,0.2768,0.3081,-0.3047,-0.6583,-0.0811,-0.2132,0.3189,-0.5008,0.745,-0.6513,-1.1656,0.8126,-0.1914
TCGA-AB-2870-03,-0.3036,-0.3725,-0.4026,-0.4535,-0.1538,-0.7883,-0.3527,-0.6516,0.4222,-1.0399,-0.725,-0.1332,0.0276,-0.0509,-0.172,-0.1852,-0.3158,0.6301,-0.3769
TCGA-AB-2940-03,-0.4538,-0.4549,0.3065,-0.7031,0.7868,-0.1967,-0.362,-0.4437,-0.3416,-0.5018,-0.8411,-0.3751,-0.8469,1.026,-0.1996,0.3584,0.1197,-0.3089,-0.6479
TCGA-AB-2973-03,-0.5374,0.2944,-0.6897,-0.1476,-0.1063,0.6512,-0.4548,-0.1592,0.9615,1.7626,-0.8131,-0.5397,1.7664,-1.0335,-0.6298,-0.8611,-0.3472,-1.0511,-0.6177
TCGA-AB-2994-03,2.051,0.0692,-0.0485,4.5535,-0.3827,-1.2157,2.2101,2.3493,1.3049,0.2556,1.0794,1.6684,3.3692,2.3752,1.0197,4.1654,2.9373,0.6714,-0.3471
aml_ohsu_2018_14-00832,0.1174,-0.4628,-0.7983,0.2899,-0.0327,0.3596,0.894,0.6093,0.4028,0.5565,0.2794,-0.8499,-0.1916,0.2899,0.4167,0.4186,0.1875,0.0009,1.136
aml_ohsu_2018_16-00292,0.4473,-1.9667,0.5683,1.0307,0.4733,-0.776,0.5749,0.4262,0.1356,0.0607,0.9651,-2.6995,1.0112,0.6506,0.6382,0.9961,0.9938,1.3007,0.1178
TCGA-AB-2871-03,-0.1812,-0.5132,0.979,-0.5391,-0.2142,1.8273,-0.4416,-0.6365,-0.9024,-0.7212,0.4616,0.1952,-0.1428,0.8406,-0.6304,0.2401,-0.5782,0.5714,1.1499
TCGA-AB-2955-03,-0.5859,-0.4728,-0.736,-0.7766,0.5023,-1.3624,-0.4562,-0.0672,-1.0317,0.8088,-0.9041,-0.3586,-0.8377,-0.762,-0.3404,-0.6958,-1.3364,-0.8847,-0.7114
aml_ohsu_2018_15-00279,-0.634,-1.9667,0.8376,1.1025,-0.118,0.2681,-0.4677,-0.0005,1.3589,1.6178,-0.2478,-0.7037,0.967,0.0852,-1.3337,0.0036,0.8099,-1.4502,-0.601
TCGA-AB-2837-03,-0.2868,-0.4651,0.7244,0.6371,-0.0487,-0.4219,-0.356,-0.0588,1.5448,1.0012,-0.6136,-0.4756,1.7902,0.0029,-0.6387,-0.0321,0.6619,-0.735,-0.6251
TCGA-AB-2897-03,0.8932,0.0564,0.2113,0.7912,-0.9075,-0.0043,1.8829,3.8199,2.2449,0.7711,0.8956,2.068,-0.6932,2.1249,3.3632,3.2954,0.3438,2.5527,-0.0606
TCGA-AB-2915-03,-0.5173,-0.5026,0.7425,-0.5636,0.0287,0.0138,-0.3261,-0.5731,-0.169,-0.3165,-0.8429,-0.3844,-0.4946,-0.2493,-0.6291,-0.4798,-0.5779,-0.5874,0.3721
aml_ohsu_2018_13-00253,0.0177,1.5076,1.4879,-1.1784,-0.6935,0.2592,-0.1055,-2.4351,-0.8635,-1.0948,-0.0742,1.1034,-0.1786,0.3058,-0.822,-0.6451,0.5767,0.2872,1.0924
aml_ohsu_2018_14-00559,0.9097,-1.6129,-1.5734,0.5182,-0.7505,-0.0995,0.1914,0.96,0.4578,1.4128,0.2811,0.0834,0.7499,0.5971,-0.036,0.0858,0.7281,-0.6023,-2.9355
TCGA-AB-2818-03,-0.2992,-0.5198,-0.7123,-0.0582,-1.2356,0.618,-0.0775,0.5084,-0.1015,0.8268,-0.3521,-0.3643,0.2269,0.9165,-0.6317,-0.258,0.531,-0.5278,-0.6102
TCGA-AB-2965-03,-0.3763,-0.4907,-0.76,-0.6121,-0.6131,0.4876,-0.4483,0.1051,0.4032,2.2907,-0.4525,-0.4494,0.1579,-0.7576,-0.6381,-0.7069,0.076,-1.0413,-0.4557
TCGA-AB-2877-03,0.1111,-0.5037,-0.3557,0.7472,0.3744,0.0129,-0.0265,-0.1847,-0.5658,-0.7665,2.9729,-0.5257,3.2168,0.0063,-0.3604,0.9552,1.384,1.1325,-0.3865
TCGA-AB-2950-03,0.5722,-0.4291,-1.4913,0.0344,-1.1787,-1.2722,1.1137,1.4963,-0.128,0.3936,1.4172,1.0087,1.0112,0.4103,0.9257,-0.7261,-1.0614,0.7848,-0.5159
aml_ohsu_2018_13-00563,-1.3708,-0.9291,0.7859,0.032,0.9851,0.3934,-0.1228,-1.0809,0.1403,-1.0674,-1.383,-0.8344,-0.0282,-1.626,-0.1581,-1.0244,-1.6472,-0.8122,0.2358
TCGA-AB-2851-03,-0.4376,-0.5094,1.089,0.9229,-0.4096,-0.0442,-0.4555,-0.4648,1.1007,-0.0213,-0.2906,-0.4786,0.7449,0.353,-0.6139,0.4579,0.9417,-0.7187,-0.576
TCGA-AB-2916-03,-0.5625,-0.3419,-0.6697,-0.6188,-0.405,-0.2587,-0.4421,-0.1815,1.095,1.3232,-0.9002,-0.5234,1.98,-0.8305,-0.6158,-0.5263,-0.3958,-1.0292,-0.1888
TCGA-AB-3000-03,-0.2828,-0.4413,0.712,-0.7083,1.3607,-0.4538,-0.4158,-0.5464,0.5227,-0.8779,-0.8091,0.5592,-0.8322,-0.0469,0.9418,1.1297,0.2548,-0.127,-0.6988
TCGA-AB-2920-03,-0.3693,-0.4809,6.4154,-0.7523,-0.1444,0.4592,-0.4566,-0.3213,0.0267,-2.4819,-0.7181,-0.5274,-1.7546,-1.0191,-0.4465,-0.0294,-1.2519,1.6799,9.2454
aml_ohsu_2018_14-00464,0.3539,-1.6543,-1.5997,1.0702,-0.092,-0.1742,0.6337,0.655,0.7179,0.2588,0.5794,1.2448,-0.8325,0.7162,-0.0445,0.2472,0.265,1.4516,0.7347
